ID,HasURL-TW,HasMedia-Tw,Friends,Tweets,Followers,Verified,Listed,Description,Image,User-URL,Age,VT,Label
1349990118115995648,1,0,230,438753,835,0,176,102,0,0,11,5,__label2__
1352725313763983360,1,0,1272,90283,614,0,19,111,0,1,9,23,__label2__
1350104207567642628,0,1,583,18833,123,0,2,0,1,0,6,2,__label2__
1349377420244054020,1,1,121,350,29,0,2,44,0,0,13,2,__label2__
1350138643688648706,0,0,1,585971,10631,0,130,90,1,0,3,14,__label2__
1355512112500584448,1,0,5002,55310,4184,0,78,156,0,0,6,14,__label2__
1351045182473588736,0,0,555,4654,213,0,45,26,1,0,8,23,__label2__
1350171325780914177,0,0,6021,80830,6472,0,1852,153,0,1,7,4,__label2__
1350429482642001924,0,0,4559,37416,1754,0,2,87,1,0,6,19,__label2__
1351557122102857733,0,0,1,2137222,34055,0,6819,49,1,0,6,8,__label2__
1350304961037438976,0,0,47,188,126,0,0,157,1,1,2,24,__label2__
1349098195566080000,0,0,2600,6560,2640,0,18,148,0,1,5,1,__label2__
1354235785655021568,0,0,156,378,9,0,0,19,1,0,5,12,__label2__
1353765917856067585,0,0,1,599859,10971,0,140,90,1,0,3,12,__label2__
1350205134391963652,0,1,778,36367,435,0,12,21,0,1,13,7,__label2__
1351196788284411906,0,0,1,2135772,34047,0,6821,49,1,0,6,8,__label2__
1355399147139067904,1,0,4311,575693,8158,0,203,141,1,1,7,19,__label2__
1352610190647046145,1,0,498,2846,233,0,9,41,1,1,7,2,__label2__
1349378567638024195,0,0,1712,60712,1954,0,64,157,0,1,7,19,__label2__
1351812064642265088,0,0,1208,1697,223,0,1,145,1,1,2,8,__label2__
1351413499344396289,1,0,111,73920,1306,0,37,118,1,1,4,7,__label2__
1354793729849237510,1,0,1421,1289,1036,0,0,59,1,1,2,12,__label2__
1355899322899050499,0,0,2,608454,11223,0,140,90,1,0,3,9,__label2__
1353860364153327616,0,0,108,246502,1631,0,25,0,0,0,9,3,__label2__
1349138209775742980,0,0,384,14052,497,0,12,96,0,1,13,11,__label2__
1351142217973432326,0,0,678,5257,539,0,24,157,0,1,13,5,__label2__
1354928518556241924,1,0,887,2127,88,0,2,27,1,0,2,12,__label2__
1352957166664245253,1,0,120,632,28,0,0,158,0,1,3,22,__label2__
1354961606032060425,0,0,8,80555,1481,0,26,65,1,0,3,24,__label2__
1350084442065313801,0,1,318,7278,123,0,0,0,1,1,2,21,__label2__
1350663672817987584,1,1,454,21857,4470,0,123,120,0,1,7,3,__label2__
1348438023256510466,1,1,1290,70078,2019,0,196,162,1,1,11,24,__label2__
1353157424736210944,1,0,3554,37399,3526,0,711,112,0,0,14,2,__label2__
1350142440548622337,0,0,145,21426,95,0,0,108,1,0,4,1,__label2__
1353807890872725504,0,0,451,36224,1060,0,32,154,1,0,3,18,__label2__
1349817851457150976,1,0,976,2428,367,0,5,145,0,0,4,14,__label2__
1349878391797739520,1,0,1176,1065,245,0,4,55,1,1,2,5,__label2__
1353283635143602176,0,1,790,38071,451,0,13,21,0,1,13,15,__label2__
1350442686650544128,1,0,891,20004,13477,0,668,82,0,1,10,1,__label2__
1350111694618550274,1,0,1276,66229,6923,1,373,156,0,1,13,21,__label2__
1350417590108135430,0,0,149,36646,188,0,6,17,1,1,12,8,__label2__
1354054219993501696,1,0,252,15270,771,0,361,24,1,0,12,16,__label2__
1349265326362550273,1,1,230,438706,834,0,176,102,0,0,11,21,__label2__
1353704763565740033,0,1,2135,6736,5597,0,130,150,0,1,6,11,__label2__
1349130186437099523,0,0,0,1280870,13382,0,243,168,1,0,3,11,__label2__
1355852117530042368,1,0,231,1072,4163,1,52,26,0,1,10,14,__label2__
1352885071242547200,0,1,790,37884,447,0,12,21,0,1,13,6,__label2__
1349657453550473218,1,1,0,890,398,0,11,81,1,0,3,12,__label2__
1354490961531957248,0,0,248,1044,103,0,23,135,1,1,6,16,__label2__
1351864754441248768,1,0,362,106545,1200,0,619,105,0,0,11,9,__label2__
1350569714301460490,0,0,0,1288601,13455,0,241,168,1,0,3,16,__label2__
1350142714478698496,0,0,3852,774360,23300,0,271,145,0,1,12,17,__label2__
1355554209677144064,1,1,606,21104,1265,0,30,154,1,1,3,1,__label2__
1349181760286855169,1,1,1290,70078,2019,0,196,162,1,1,11,23,__label2__
1353151340915154944,0,0,580,41943,900,0,7,0,1,0,2,21,__label2__
1354860238239899650,0,0,2,604626,11085,0,137,90,1,0,3,5,__label2__
1351273349993930756,0,0,6026,81079,6471,0,1853,153,0,1,7,14,__label2__
1349039695867437057,0,0,1907,37099,813,0,0,156,1,1,3,21,__label2__
1353633144994291713,0,0,5,9383,50,0,1,112,1,1,2,22,__label2__
1349422464816787456,0,0,1,582765,10546,0,129,90,1,0,3,6,__label2__
1355743055555354627,0,0,224,22739,212,0,1,24,1,0,3,23,__label2__
1350375570828259328,0,0,279,33733,664,0,16,128,0,1,10,24,__label2__
1348933474854559744,0,0,0,1280870,13382,0,243,168,1,0,3,12,__label2__
1355527459849072641,1,0,1,2153178,34212,0,6809,49,1,0,6,24,__label2__
1350297542441910277,0,0,678,390259,1220,0,15,99,1,0,10,1,__label2__
1353432621439737856,1,0,1,2144324,34123,0,6791,49,1,0,6,18,__label2__
1352203541574631426,0,0,235,2737,27,0,0,0,1,0,12,12,__label2__
1350143311399378944,0,0,68,78978,118,0,0,13,1,0,4,14,__label2__
1350124503305760768,0,0,442,5235,136,0,0,20,1,0,2,11,__label2__
1354666519985315840,1,0,51,734,198,0,8,158,1,1,2,13,__label2__
1353385818405142528,0,1,147,64276,450,0,15,141,0,1,14,6,__label2__
1355503548184883200,0,1,2966,22122,1144,0,17,140,0,1,12,11,__label2__
1352262409533104131,0,0,327,2757,398,0,10,150,1,0,13,21,__label2__
1353677398693343232,0,0,344,955,49,0,18,63,0,0,11,16,__label2__
1352074694715957248,0,1,790,37484,445,0,12,21,0,1,13,23,__label2__
1351208924033245187,0,0,3264,14193,3830,0,493,158,1,1,9,5,__label2__
1349043414210404353,0,0,1168,65354,1124,0,60,138,0,0,12,22,__label2__
1354253278595346432,1,0,1204,102268,414,0,304,0,1,0,13,3,__label2__
1354142889408921605,0,0,4964,6476,3285,0,35,151,1,1,7,21,__label2__
1354857266508345351,1,0,1119,2249,329,0,4,154,0,1,5,5,__label2__
1354516143676010500,0,0,1769,16069,1901,0,170,120,1,1,8,1,__label2__
1350120860896530433,0,0,578,170570,1570,0,30,42,0,0,12,11,__label2__
1348513810106130432,0,0,740,154251,2392,0,97,155,0,0,12,12,__label2__
1350618379741229064,1,1,454,21857,4470,0,123,120,0,1,7,24,__label2__
1349980633322434560,0,0,984,26095,1219,0,0,136,0,0,4,11,__label2__
1351841719998935042,0,0,19,39,0,0,0,38,1,0,1,6,__label2__
1352523342734127109,0,1,384,16414,501,0,12,96,0,1,13,15,__label2__
1350031252770885639,0,0,1480,36313,1333,0,14,152,0,1,12,21,__label2__
1350107264187846657,0,0,1709,60893,1951,0,64,157,0,1,7,18,__label2__
1354103619558264832,0,0,0,29630,335,0,9,143,1,1,2,19,__label2__
1349278606770524162,0,0,778,35987,431,0,11,21,0,1,13,17,__label2__
1349306504877404161,0,0,384,14052,497,0,12,96,0,1,13,22,__label2__
1355060957127569408,1,0,41,293,165,0,7,0,0,0,4,19,__label2__
1351930912527806465,0,0,0,1297526,13581,0,245,168,1,0,3,1,__label2__
1350147588549435392,0,0,8,305842,999,0,77,119,0,0,11,1,__label2__
1350041095292510211,0,0,97,19756,182,0,1,79,1,0,6,14,__label2__
1351373138609790987,0,0,519,68893,184,0,1,18,0,0,13,24,__label2__
1351499815729954818,0,0,2659,37031,2609,0,434,148,0,1,14,1,__label2__
1350152246021947392,0,1,346,712,69,0,0,49,1,0,7,8,__label2__
1350432544114814981,0,1,618,7919,934,0,178,157,0,1,13,12,__label2__
1350344473570639873,0,1,82,28400,951,0,6,109,1,0,5,1,__label2__
1353224869606006785,0,1,790,38071,451,0,13,21,0,1,13,16,__label2__
1354832862533586951,0,0,1713,62168,1959,0,65,157,0,1,7,12,__label2__
1355235235563188224,0,0,1,31441,990,0,337,0,1,0,6,1,__label2__
1352244850540781568,1,0,2039,1547,663,0,37,132,0,1,7,5,__label2__
1351825962019774466,0,0,8,128,4,0,0,5,1,0,3,2,__label2__
1351343577687863298,0,1,788,37052,440,0,12,21,0,1,13,9,__label2__
1348874040375590914,0,0,740,154251,2392,0,97,155,0,0,12,13,__label2__
1350595814385721344,1,0,1,2134071,34037,0,6821,49,1,0,6,15,__label2__
1354537183311495168,1,1,127,885,267,0,12,110,0,1,6,1,__label2__
1349615319887843328,0,0,0,1283991,13412,0,241,168,1,0,3,2,__label2__
1351668491527589888,0,0,1425,34909,233,0,0,95,1,0,2,14,__label2__
1350123651358576641,0,0,54,86819,304,0,7,0,1,0,8,2,__label2__
1350499278964228097,0,1,173,7562,82,0,0,60,1,0,3,16,__label2__
1350190038554914817,0,0,384,14546,497,0,14,96,0,1,13,21,__label2__
1355625343021944833,0,1,454,22048,4585,0,124,120,0,1,7,11,__label2__
1355097569886666758,0,0,333,19423,3013,0,120,140,0,1,6,8,__label2__
1350345181049081856,0,0,727,6508,67,0,0,19,1,0,12,23,__label2__
1355597990946340870,0,0,413,550,193,0,7,153,1,1,12,9,__label2__
1350936081563324423,0,0,1268,88878,607,0,19,111,0,1,9,8,__label2__
1351907013790470149,0,0,369,26807,280,0,15,158,1,0,12,3,__label2__
1351176710256013314,1,0,0,1292943,13513,0,242,168,1,0,3,24,__label2__
1350072968479559680,1,0,506,139,103,0,0,28,1,0,4,19,__label2__
1354659561160978433,0,0,8,80441,1473,0,26,65,1,0,3,16,__label2__
1351666259839037441,0,1,606,20980,1255,0,30,154,1,1,3,23,__label2__
1349772785187487746,1,1,3438,11815,2102,0,25,157,0,1,6,7,__label2__
1355985274954608642,0,0,7640,116313,8679,0,105,158,1,1,5,24,__label2__
1351132872795697160,0,0,652,4577,240,0,102,48,0,1,11,1,__label2__
1348608015843405826,0,0,1,2129001,33996,0,6821,49,1,0,6,23,__label2__
1354719026254114822,1,0,379,1311,7350,0,63,158,0,1,9,11,__label2__
1352338028522569730,0,0,111,2114,388,0,5,71,0,1,6,17,__label2__
1354202493304016896,1,0,9527,254682,12467,0,794,88,0,1,8,5,__label2__
1349147726903128064,0,0,1,2129001,33996,0,6821,49,1,0,6,18,__label2__
1355019410545762305,0,0,810,1691,211,0,2,83,1,0,5,13,__label2__
1354698970925330433,1,0,1,2150916,34194,0,6788,49,1,0,6,4,__label2__
1353015093903159297,0,0,422,30923,908,0,361,62,0,1,6,24,__label2__
1348906630394556416,1,0,2009,93650,3040,0,384,147,0,1,13,21,__label2__
1350981596665565188,1,0,1,157816,4013,0,99,160,0,1,3,11,__label2__
1350335143886508034,0,1,1919,205228,3404,0,9,91,1,0,5,12,__label2__
1350885950444998665,0,0,1807,14333,1531,0,16,60,0,0,3,12,__label2__
1350051704444739586,0,0,4,49,4,0,0,0,1,0,5,24,__label2__
1353816415099375618,0,0,360,13078,119,0,2,89,1,0,2,1,__label2__
1354075993892409344,1,0,1129,34488,2030,0,440,161,0,1,12,3,__label2__
1352113890486677506,0,0,2353,2897,1205,0,61,155,0,1,13,11,__label2__
1354731567546048515,0,1,48,413,2289,0,27,123,0,1,5,11,__label2__
1355173705144537088,0,0,1,2152216,34200,0,6786,49,1,0,6,9,__label2__
1354259233236160518,0,0,2186,3779,288,0,0,0,1,0,3,7,__label2__
1355305891164286981,0,0,2,1035996,17840,0,200,149,0,0,3,5,__label2__
1349086292248817664,0,0,778,35987,431,0,11,21,0,1,13,7,__label2__
1351918208043913218,0,0,1673,79313,2172,0,1295,154,0,1,10,11,__label2__
1348894720995565568,0,1,169,170,58,0,1,117,0,1,11,22,__label2__
1350110978642497542,0,1,501,4006,516,0,57,111,1,1,12,3,__label2__
1354015262249529345,0,0,245,5753,706,0,47,0,0,1,11,16,__label2__
1353118343872577539,1,0,111,74214,1316,0,38,118,1,1,4,11,__label2__
1350413635844153344,0,0,2871,501252,18104,0,252,51,1,0,8,4,__label2__
1348722095589568514,0,0,21618,189394,20245,0,569,146,0,0,7,22,__label2__
1350190487676854275,0,0,462,867,146,0,3,46,0,0,11,24,__label2__
1353756754321010690,0,0,84,68,45,0,0,16,1,0,10,16,__label2__
1350127277044994050,0,0,97,6356,152,0,3,0,1,1,13,14,__label2__
1353226909619019776,1,0,111,74283,1315,0,38,118,1,1,4,14,__label2__
1350143149298094081,0,0,111,73615,1300,0,38,118,1,1,4,21,__label2__
1349124130336092163,0,0,4830,98303,1629,0,66,0,1,0,4,9,__label2__
1348821873405145089,0,0,1,2129001,33996,0,6821,49,1,0,6,6,__label2__
1350498391101304833,0,0,267,646,18,0,0,86,1,0,8,18,__label2__
1351241639537340429,0,1,64,3419,92,0,5,0,1,0,3,12,__label2__
1354773220952600580,0,0,330,28749,3120,0,63,53,1,1,12,2,__label2__
1354771893950230529,1,0,2,20645,2761,0,91,117,0,1,5,18,__label2__
1351204236521070592,0,0,20,42400,376,0,9,0,1,0,2,1,__label2__
1355627985873764352,1,0,223,123629,368,0,186,150,0,1,9,7,__label2__
1348873863459975169,0,0,778,35987,431,0,11,21,0,1,13,5,__label2__
1354474571404103685,1,1,132,1380,172,0,6,119,0,1,13,18,__label2__
1349631412450828290,0,1,384,14349,498,0,13,96,0,1,13,6,__label2__
1352528030833360896,1,1,267,9896,1416,0,67,0,0,1,4,21,__label2__
1355576504642633731,0,0,245,2783,488,0,4,149,0,1,4,3,__label2__
1353251789324353537,0,1,790,38071,451,0,13,21,0,1,13,1,__label2__
1353048485365473282,0,0,2768,8526,2767,0,22,148,0,1,5,3,__label2__
1349517908922294272,0,0,384,14349,498,0,13,96,0,1,13,5,__label2__
1350422189732896769,1,0,753,26121,872,0,47,124,0,1,13,23,__label2__
1354667575586729984,0,0,360,14232,123,0,1,89,1,0,2,12,__label2__
1349379041724231680,0,0,1712,60712,1954,0,64,157,0,1,7,4,__label2__
1352355342236217344,1,0,394,979,209,0,7,101,0,1,9,15,__label2__
1353512375928954882,0,1,14,164,11,0,0,79,1,1,2,22,__label2__
1351812041124835328,0,1,3774,3925,1073,0,27,92,0,1,13,13,__label2__
1353607611543810050,0,0,288,9698,210,0,9,132,1,0,5,22,__label2__
1351269375463067649,0,1,384,15308,500,0,14,96,0,1,13,11,__label2__
1353859257855336448,0,0,20569,411359,22099,0,232,136,1,0,6,21,__label2__
1351183929076809730,0,0,1170,54006,555,0,1,29,1,0,12,4,__label2__
1351858843056275456,1,0,384,15843,500,0,13,96,0,1,13,11,__label2__
1352300121069920259,1,0,1410,5544,1552,0,187,153,0,1,12,11,__label2__
1355467764627070977,0,1,3105,3428,3340,0,74,78,0,1,12,11,__label2__
1348950696230604807,0,0,1,582765,10546,0,129,90,1,0,3,8,__label2__
1350143795157889024,0,0,2610,115624,75547,0,339,138,0,1,13,19,__label2__
1350103853241233408,0,1,32,780,6,0,0,0,0,0,10,19,__label2__
1349032703983824896,0,0,76,66998,2766,0,18,51,1,0,10,21,__label2__
1349337583835250688,0,0,778,35987,431,0,11,21,0,1,13,21,__label2__
1352639849052958720,1,0,62,670,186,0,6,158,1,1,2,13,__label2__
1351698534496673793,0,0,0,1297526,13581,0,245,168,1,0,3,17,__label2__
1352358952768573443,0,0,0,1298386,13599,0,246,168,1,0,3,23,__label2__
1350488304236433408,0,0,238,2525,122,0,0,59,1,1,2,11,__label2__
1348997193726906368,0,0,384,14052,497,0,12,96,0,1,13,9,__label2__
1351864198104539139,1,0,71,11710,343,0,62,159,1,1,5,22,__label2__
1351203670197735425,0,1,779,36862,439,0,12,21,0,1,13,3,__label2__
1351381994723287041,1,0,168,1082,48,0,0,0,1,0,13,8,__label2__
1352414154867372032,1,0,23,2613,156,0,3,142,0,1,4,9,__label2__
1352551645331279872,0,0,383,24168,30088,0,808,144,0,1,13,24,__label2__
1350446710552555521,0,0,313,17910,71,0,0,156,1,1,5,3,__label2__
1353723488515878914,0,0,1711,61774,1956,0,64,157,0,1,7,21,__label2__
1349134784761655301,0,0,931,6428,579,0,18,160,1,1,5,15,__label2__
1355871403598368772,0,0,535,114803,811,0,4,153,1,0,10,1,__label2__
1354611919097896960,1,0,2,604626,11085,0,137,90,1,0,3,19,__label2__
1351907940777799680,1,0,2870,8364,658,0,46,160,0,1,7,18,__label2__
1350209537853194240,0,0,339,8180,250,0,0,78,1,0,6,13,__label2__
1353255232579497984,1,0,2033,94111,3059,0,383,147,0,1,13,7,__label2__
1349040409142460417,0,0,11,1495,3,0,0,39,1,0,2,17,__label2__
1353940310187905024,0,0,125,6038,99,0,1,16,1,0,3,17,__label2__
1351884317190983682,0,1,790,37303,444,0,12,21,0,1,13,3,__label2__
1353327667051950080,0,0,24,28153,232,0,3,20,1,0,2,11,__label2__
1354582909466910722,0,0,387,11911,1196,0,203,77,0,1,13,13,__label2__
1348757816023146499,1,0,4573,507022,5148,0,24,50,1,1,4,3,__label2__
1351612503093084162,0,1,349,25967,1478,0,100,159,0,1,13,12,__label2__
1349294135732273152,0,0,1,2129001,33996,0,6821,49,1,0,6,11,__label2__
1354422748618092547,0,0,1445,2234,321,0,2,143,0,1,12,1,__label2__
1353251817182920705,0,1,790,38071,451,0,13,21,0,1,13,23,__label2__
1353400581134508033,0,0,140,289,15,0,0,36,1,0,1,22,__label2__
1352359507020677123,0,0,199,1417,59,0,5,120,1,0,3,11,__label2__
1349099726029926403,0,0,778,35987,431,0,11,21,0,1,13,6,__label2__
1348933105059557386,1,0,664,7695,816,0,11,102,0,1,7,13,__label2__
1352145164211548160,0,0,1,52130,1432,0,43,155,0,0,4,1,__label2__
1354813124583428097,0,0,72,439,58,0,3,0,0,1,8,3,__label2__
1348797057239298055,0,0,6043,80636,6477,0,1852,153,0,1,7,17,__label2__
1350462448713625602,0,0,1622,8773,250,0,2,61,0,0,13,15,__label2__
1352122823360307201,0,0,361,12419,111,0,1,89,1,0,2,16,__label2__
1352896275444867072,0,0,1,2143045,34121,0,6789,49,1,0,6,24,__label2__
1349960775490818048,0,0,1,106952,1359,0,24,115,1,0,2,4,__label2__
1355042315060957191,1,1,268,10088,1421,0,67,47,0,1,4,5,__label2__
1350423996894912512,0,0,907,13385,117,0,0,23,1,0,9,24,__label2__
1355195639672561665,1,0,385,18216,512,0,12,96,0,1,13,13,__label2__
1353089824912076800,0,0,1274,90435,620,0,19,111,0,1,9,9,__label2__
1350369688736337922,0,0,896,62606,367,0,18,136,0,0,8,19,__label2__
1350131044192718849,0,1,0,6706,20,0,0,60,1,0,2,11,__label2__
1352592894037733376,1,0,1,2141841,34109,0,6786,49,1,0,6,3,__label2__
1351465038104600576,1,0,550,471,382,0,0,80,0,1,4,18,__label2__
1350866982111993861,0,0,427,3499,311,0,5,152,1,0,11,22,__label2__
1348526457233027072,1,0,273,8988,346,0,15,140,0,1,12,5,__label2__
1350124743031078912,0,0,393,19307,161,0,1,95,1,0,8,13,__label2__
1350425626960752640,0,0,195,436,17,0,0,114,1,0,8,7,__label2__
1355448206079926274,0,1,282,255,74,1,0,153,1,1,2,13,__label2__
1353837082632806400,1,1,1290,70551,2024,0,199,162,1,1,11,5,__label2__
1354424979870412800,1,1,454,22010,4561,0,125,120,0,1,7,21,__label2__
1349496753741938688,0,0,82,17068,540,0,17,160,0,1,11,6,__label2__
1349390330156736512,0,0,86,35235,25789,0,564,92,0,1,7,4,__label2__
1355165950274797568,1,0,1,555125,3538,0,84,75,1,1,3,1,__label2__
1352505878843437057,1,0,407,12411,580,0,53,97,0,1,13,19,__label2__
1355673137870999554,0,0,413,4060,373,0,17,67,0,0,12,23,__label2__
1348997440012230658,1,1,337,3141,7368,0,185,61,0,0,6,9,__label2__
1349750157261369344,1,1,7,88,23,0,0,132,1,1,3,6,__label2__
1350305793652846592,0,0,4649,190117,1411,0,83,157,0,1,13,19,__label2__
1355622198107488256,0,0,66,3509,94,0,5,0,1,0,3,17,__label2__
1350202373390667776,1,1,13,1782,428,0,7,155,1,1,3,11,__label2__
1351697636802392067,1,0,0,1297526,13581,0,245,168,1,0,3,16,__label2__
1355640172168290310,0,1,2475,522773,4389,0,225,105,0,0,10,2,__label2__
1350382202224185347,0,0,949,109302,650,0,34,91,1,0,7,1,__label2__
1350489734653620236,0,0,1,587032,10650,0,132,90,1,0,3,13,__label2__
1349886103650766848,1,0,1,289733,2003,0,21,108,1,0,2,18,__label2__
1354902076652969988,1,1,176,5803,3461,0,257,40,1,1,14,3,__label2__
1350062093416894467,0,1,676,61699,1687,0,0,68,1,1,4,15,__label2__
1354676978217967618,0,0,1342,938,41,0,2,0,1,0,2,1,__label2__
1355263193577385984,1,0,385,18216,512,0,12,96,0,1,13,11,__label2__
1355397608831909891,1,0,1939,28641,3031,0,39,158,1,1,8,7,__label2__
1350398781381074945,0,0,994,12755,413,0,15,22,0,0,10,8,__label2__
1355104847985594374,1,0,385,18216,512,0,12,96,0,1,13,7,__label2__
1351123230808023044,1,1,4,459,41,0,1,153,1,1,2,11,__label2__
1350142062570704898,0,0,124,27086,64,0,0,39,1,0,2,12,__label2__
1349933066257633283,0,0,19856,236005,18736,0,471,150,0,0,9,18,__label2__
1349820834521645057,1,0,3425,3312,1876,0,131,158,0,0,13,12,__label2__
1351002488107917318,0,0,755,910,57,0,2,27,1,0,2,6,__label2__
1353649162693324800,0,0,1190,116235,594,0,19,0,0,0,10,11,__label2__
1349397697011310592,1,0,384,14052,497,0,12,96,0,1,13,4,__label2__
1350154257454911488,0,0,166,47098,9141,0,45,69,0,1,12,7,__label2__
1354802824178094090,1,0,1378,129149,618,0,40,38,1,0,10,14,__label2__
1351137292954591236,1,0,393,607,88,0,13,0,1,1,10,14,__label2__
1349868684458786817,1,0,845,9557,475,0,7,125,1,0,8,24,__label2__
1351503060309336065,0,0,124,5145,189,0,0,0,1,0,2,4,__label2__
1350132947777593346,0,0,931,21714,1160,0,18,18,0,1,13,6,__label2__
1352562595992121348,0,0,1,2141841,34109,0,6786,49,1,0,6,21,__label2__
1350042772506619905,0,0,8141,1142365,17590,0,9,158,0,1,9,11,__label2__
1352373903201611777,0,0,1342,814,1635,0,23,147,0,1,7,24,__label2__
1350433685074399232,0,0,302,174466,608,0,2,12,1,0,4,15,__label2__
1354459098629214209,1,1,248,11054,698,0,28,67,1,1,12,5,__label2__
1351125697230737418,1,1,85,1858,96,0,2,51,1,1,3,11,__label2__
1352338198765178881,0,0,716,9125,273,0,16,137,0,0,8,16,__label2__
1351971749273985026,0,0,0,1297525,13581,0,245,168,1,0,3,19,__label2__
1349760165780795395,1,0,1,2130847,34009,0,6822,49,1,0,6,16,__label2__
1351937349782036482,0,0,287,1312,810,0,10,148,0,1,6,22,__label2__
1350938753498492931,1,0,1,533513,3434,0,79,75,1,1,3,21,__label2__
1350250216394395648,0,0,431,53551,2047,0,16,2,0,0,13,19,__label2__
1349696917622689793,1,0,1485,10012,1668,0,117,160,0,1,9,3,__label2__
1351882381284806661,0,1,790,37303,444,0,12,21,0,1,13,11,__label2__
1354588390851702785,1,1,1292,70667,2025,0,198,162,1,1,11,11,__label2__
1351518837414494216,0,0,384,15556,501,0,14,96,0,1,13,24,__label2__
1355186946541314049,0,0,873,19832,3630,1,229,111,0,1,13,2,__label2__
1355502788097306624,0,0,1,35256,689,0,23,105,1,0,2,1,__label2__
1349885410273492993,0,1,1267,88527,605,0,19,111,0,1,9,13,__label2__
1352311693129490437,1,0,384,16147,501,0,11,96,0,1,13,7,__label2__
1355156533533937667,0,0,20,73467,1058,0,30,28,1,0,5,8,__label2__
1352307848580128769,0,0,0,1298386,13599,0,246,168,1,0,3,7,__label2__
1352060131832455169,0,0,0,1298386,13599,0,246,168,1,0,3,2,__label2__
1355605371189153800,0,0,2100,24145,3621,0,41,141,1,0,3,22,__label2__
1355112197169545219,0,0,385,18216,512,0,12,96,0,1,13,8,__label2__
1351143017613295618,0,0,930,6512,580,0,18,160,1,1,5,21,__label2__
1353976245877399554,0,0,1450,31942,5528,0,362,153,0,1,13,23,__label2__
1350379290735439872,0,1,7718,82862,7015,0,19,96,0,0,11,22,__label2__
1349614389045972993,0,1,11,17264,584,0,27,129,1,0,10,11,__label2__
1350149094199631873,0,1,285,28513,259,0,0,4,1,0,8,21,__label2__
1349034067140857864,1,0,703,17802,188,0,6,35,1,0,6,21,__label2__
1350131283012186112,1,0,1,14,14,0,0,55,1,0,1,16,__label2__
1355130368656080897,0,0,0,29986,337,0,9,143,1,1,2,9,__label2__
1355687756211490819,1,0,223,123701,368,0,186,150,0,1,9,21,__label2__
1355123037499248642,0,0,877,15126,588,0,0,3,1,1,2,6,__label2__
1348727659531034627,0,1,1632,67634,555,0,26,44,0,0,13,2,__label2__
1353955944884015104,1,0,4823,99532,1632,0,66,0,1,0,4,19,__label2__
1349726151128727552,1,0,65,2105,569,0,11,153,0,1,3,22,__label2__
1352538577213616128,0,0,606,26366,189,0,1,81,1,0,3,9,__label2__
1351926051077828614,0,0,367,11411,466,0,0,91,1,0,8,6,__label2__
1350071649782042627,0,1,617,9392,4840,0,3,6,1,0,10,9,__label2__
1351473051234426881,0,0,459,14371,965,0,272,145,0,1,13,22,__label2__
1349393922238402560,1,0,1199,7020,1860,0,220,83,0,1,8,7,__label2__
1351008598512578566,0,0,674,1367,201,0,3,154,1,0,10,11,__label2__
1349194612347260929,1,1,82,14957,329,0,23,136,1,0,11,19,__label2__
1351799565394042880,0,1,790,37303,444,0,12,21,0,1,13,16,__label2__
1348673392061394946,1,0,357,31632,306,0,5,7,1,0,9,4,__label2__
1351734467799482368,1,0,1,592812,10802,0,134,90,1,0,3,5,__label2__
1351027302126247937,0,0,506,23,16,0,0,13,1,0,2,2,__label2__
1355721563895640064,1,0,385,18669,514,0,12,96,0,1,13,8,__label2__
1352711577783455746,1,0,1078,32992,756,0,196,155,0,1,13,4,__label2__
1350119254612439043,0,0,27,52542,333,0,1,0,1,1,13,9,__label2__
1352898457556627456,1,1,63,676,187,0,6,158,1,1,2,4,__label2__
1351847226050535424,1,0,4843,70331,14736,0,353,134,0,1,6,3,__label2__
1352024182310248451,0,0,1264,17376,359,0,0,93,1,0,9,18,__label2__
1349929395385987073,1,0,19856,236005,18736,0,471,150,0,0,9,24,__label2__
1355484711879987200,1,0,1,556704,3543,0,81,75,1,1,3,14,__label2__
1349092557356208129,1,0,1,104403,1343,0,25,115,1,0,2,8,__label2__
1353405046185218048,1,0,4391,93327,6651,0,8,97,1,0,5,2,__label2__
1355097752917704706,1,0,645,17262,605,0,134,141,1,1,13,22,__label2__
1354817761201934344,0,0,385,17988,513,0,12,96,0,1,13,8,__label2__
1353209883181506561,0,1,790,38071,451,0,13,21,0,1,13,18,__label2__
1352281822441336833,0,1,790,37484,445,0,12,21,0,1,13,3,__label2__
1350487445779984389,0,0,293,18065,68,0,0,37,0,0,13,17,__label2__
1351912304699441153,0,0,0,1297526,13581,0,245,168,1,0,3,11,__label2__
1350226776736243712,0,1,2250,35262,2939,0,2,139,1,1,4,8,__label2__
1349992087459160064,0,0,3759,516224,4401,0,9,50,1,1,7,6,__label2__
1350299216636067841,0,0,179,101356,349,0,54,159,1,0,8,22,__label2__
1351394967747497984,0,1,788,37052,440,0,12,21,0,1,13,5,__label2__
1352455121251274752,0,0,1900,31549,2232,0,126,144,1,1,8,11,__label2__
1352762535083204608,1,0,201,46021,415,0,12,145,1,1,2,11,__label2__
1348670357218197504,0,0,1,2129001,33996,0,6821,49,1,0,6,16,__label2__
1353156957574729731,0,0,384,16878,503,0,12,96,0,1,13,18,__label2__
1352722458663657476,1,0,366,18378,49152,0,1137,97,0,1,14,11,__label2__
1351145152220438531,1,0,213,7216,242,0,8,165,1,1,7,18,__label2__
